eventtitle;views;place;address;eventday;eventdate;request
Return to forever;659;Großer Sendesaal des hessischen Rundfunks;60320 Frankfurt am Main, Bertramstraße 8;Freitag;2022-04-01;2022-04-01T03:04:06.919857Z
Sage mir, ist dies ein Traum?;450;Kammerspiele;60311 Frankfurt, Neue Mainzer Straße 11;Freitag;2022-04-01;2022-04-01T03:04:06.919857Z
Stadtführung;491;Tourist Info + Service im Kurhaus;61348 Bad Homburg, Louisenstr. 58;Freitag;2022-04-01;2022-04-01T03:04:06.919857Z
Stammgäste – von Michael Herl;396;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Freitag;2022-04-01;2022-04-01T03:04:06.919857Z
fridays.;1622;Velvet Club;60311 Frankfurt, Weißfrauenstraße 12-16;Freitag;2022-04-01;2022-04-01T03:04:06.919857Z
Wochenmarkt Sachsenhausen;473;Wochenmarkt Sachsenhausen;60594 Frankfurt am Main, Diesterwegplatz 50;Freitag;2022-04-01;2022-04-01T03:04:06.919857Z
Wochenmarkt und Markthalle Höchst;561;Markthalle und Wochenmarkt Höchst;65929 Frankfurt am Main, Höchster Markt 6;Freitag;2022-04-01;2022-04-01T03:04:06.919857Z
Young Frankenstein;358;The English Theatre;60329 Frankfurt am Main, Gallusanlage 7;Freitag;2022-04-01;2022-04-01T03:04:06.919857Z
As You Like It;2793;FREUD;60313 Frankfurt am Main, Holzgraben 9;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
saturdays.;1699;Velvet Club;60311 Frankfurt, Weißfrauenstraße 12-16;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
ABBA Dinner - The Tribute Dinnershow;361;Steigenberger Hotel Bad Homburg;61348 Bad Homburg, Kaiser-Friedrich-Promenade 69-75;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Alter Ego;318;Bockenheimer Depot;60325 Frankfurt am Main, Carlo-Schmid-Platz 1;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Angelika Milster - Milster singt Musical;1175;Offenbach Capitol;63067 Offenbach, Goethestraße 1;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Church of Love w/ Lars Eidinger;236;Dough House;60594 Frankfurt am Main, Kleine Rittergasse 19-21;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Claus Koch Quartett;213;Jazzkeller Frankfurt;60313 Frankfurt am Main, Kleine Bockenheimer Str. 18;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Das Abschiedsdinner;380;Theater Lempenfieber;60435 Frankfurt am Main, Berkersheimer Obergasse 12;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Das Kriminal Dinner - Krimidinner für Jung und Alt;447;Alt Oberurseler Brauhaus;61440 Oberursel, Ackergasse 13;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Der Antichrist;320;Unitarische Freie Religionsgemeinde K.d.ö.R;60311 Frankfurt, Fischerfeldstraße 16;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Die Frau ohne Schatten;363;Oper;60311 Frankfurt, Willy-Brandt-Platz;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Erzeugermarkt Konstablerwache;437;Erzeugermarkt Konstablerwache;60313 Frankfurt am Main, Konstablerwache;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Es will mer net in de Kopp enei - Bäppi;309;Zum Rad;60389 Frankfurt am Main, Leonhardsgasse 2;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Fein & Wein Tasting Festival Darmstadt 2022;420;Bürgerzentrum zum goldenen Löwen;64291 Darmstadt, Frankfurter Landstraße 153;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Gibson Loves Saturdays;1225;Gibson Club;60313 Frankfurt am Main, Zeil 77;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Hard Bock Drauf;234;Tanzhaus West/Dora Brilliant;60327 Frankfurt am Main, Gutleutstraße 294;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Hedda Gabler;322;Schauspielhaus;60311 Frankfurt, Neue Mainzer Straße 17;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Internationale Revue 21/22;699;Tigerpalast Varieté Theater;60313 Frankfurt am Main, Heiligkreuzgasse 16;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Jahreskonzert Stadtkapelle Bad Vilbel;177;Kulturforum Dortelweil;61118 Bad Vilbel, Dortelweiler Platz 1;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Klassisches BrauErlebnis;459;Glaabsbräu GmbH & Co. KG;63500 Seligenstadt, Frankfurter Straße 9;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Kurparkführung mit Besichtigung der Russischen Kirche;476;Vor dem Kaiser-Wilhelm-Bad, Haupteingang;61348 Bad Homburg;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Latin Summer;657;Latin Palace Changó;60311 Frankfurt, Münchener Straße 57;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Liberté Oh No No No;347;Kammerspiele;60311 Frankfurt, Neue Mainzer Straße 11;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Mädchen wie die;453;Löwenhof;60385 Frankfurt am Main, Löwengasse 27;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Meg Stuart/Damaged Goods - Solos and Duets;654;Künstlerhaus Mousonturm;60316 Frankfurt am Main, Waldschmidtstraße 4;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
My Way;405;Kellertheater Frankfurt;60311 Frankfurt, Mainstraße 2;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Notorious;930;Cooky's;60311 Frankfurt, Am Salzhaus 4;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Ostern mit JFC;266;Danzig am Platz;60314 Frankfurt am Main, Ostparkstraße 11;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Othello;267;Megalomania Theater;60599 Frankfurt am Main, Offenbacher Landstraße 368;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Penthouse Liebe;713;Adlib;60314 Frankfurt am Main, Schwedler Straße 8;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Reisegruppe Ehrenfeld - Schnall Dich an, Schatz!;607;Die Käs;60316 Frankfurt am Main, Waldschmidtstr. 19;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Skylight-Tour;578;Primus-Linie;60311 Frankfurt, Mainkai 36;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Technoclub with Rinaly and Talla 2XLC;161;MTW FFM;63067 Offenbach, Nordring 131;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Urmel aus dem Eis;452;Papageno Musiktheater;60323 Frankfurt am Main, Palmengartenstraße 11a;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Vernon Subutex Vol. II;430;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Wochenmarkt Bornheim;416;Wochenmarkt Bornheim;60385 Frankfurt am Main, Berger Straße 194;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Wochenmarkt und Markthalle Höchst;494;Markthalle und Wochenmarkt Höchst;65929 Frankfurt am Main, Höchster Markt 6;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Young Frankenstein;315;The English Theatre;60329 Frankfurt am Main, Gallusanlage 7;Samstag;2022-04-02;2022-04-01T03:04:08.442691Z
Alter Ego;212;Bockenheimer Depot;60325 Frankfurt am Main, Carlo-Schmid-Platz 1;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Anne Folger - Fussnoten sind keine Reflexzonen! …;545;Die Käs;60316 Frankfurt am Main, Waldschmidtstr. 19;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
„Clara und Robert Schumann, Paartherapie (mit …;198;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Das Gesicht des Bösen;211;Kammerspiele;60311 Frankfurt, Neue Mainzer Straße 11;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Der kleine Eisbär;275;Kinder- und Jugendtheater Frankfurt im Titusforum;60439 Frankfurt am Main, Walter-Möller-Platz 2;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Die letzten Tage der Menschheit;281;Kellertheater Frankfurt;60311 Frankfurt, Mainstraße 2;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Es will mer net in de Kopp enei - Bäppi;209;Zum Rad;60389 Frankfurt am Main, Leonhardsgasse 2;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Fedora;299;Oper;60311 Frankfurt, Willy-Brandt-Platz;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Flip-Flops Primetime - Hanauer Musicalgruppe …;344;SCHANZ;63165 Mühlheim, Carl-Zeiss-Straße 6;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Hedda Gabler;189;Schauspielhaus;60311 Frankfurt, Neue Mainzer Straße 17;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Hood Comedy Show;397;Adlib;60314 Frankfurt am Main, Schwedler Straße 8;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Jahreskonzert Stadtkapelle Bad Vilbel;118;Kulturforum Dortelweil;61118 Bad Vilbel, Dortelweiler Platz 1;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Öffentliche Führung;307;Römerkastell Saalburg;61350 Bad Homburg, Am Römerkastell 1;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Othello;145;Megalomania Theater;60599 Frankfurt am Main, Offenbacher Landstraße 368;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Paul Sies - The LOKAL Listener - Gregor Praml trifft;383;Lokal im Mousonturm;60316 Frankfurt am Main, Waldschmidtstraße 4;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Prunk und Prominenz auf der Promenade;298;Treffpunkt: Kaiser-Friedrich-Promenade Nr. 7;61348 Bad Homburg, (gegenüber Finanzamt);Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Urmel aus dem Eis;358;Papageno Musiktheater;60323 Frankfurt am Main, Palmengartenstraße 11a;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Young Frankenstein;192;The English Theatre;60329 Frankfurt am Main, Gallusanlage 7;Sonntag;2022-04-03;2022-04-01T03:04:09.929587Z
Löwen Frankfurt - Heilbronner Falken 🦁 Playoff …;1259;Löwen Frankfurt;60386 Frankfurt am Main, Am Bornheimer Hang 4;Montag;2022-04-04;2022-04-01T03:04:11.370237Z
1 Bar, 10 Teilnehmer, 1 Spiel - Socialmatch;509;Restaurant Koriander;60487 Frankfurt am Main, Leipziger Straße 20;Montag;2022-04-04;2022-04-01T03:04:11.370237Z
Emotional Oranges;336;Das Bett;60326 Frankfurt am Main, Schmidtstraße 12;Montag;2022-04-04;2022-04-01T03:04:11.370237Z
Joe Jackson - The “Sing, You Sinners!” Tour 2022;416;Alte Oper | Großer Saal;60313 Frankfurt am Main, Opernplatz 1;Montag;2022-04-04;2022-04-01T03:04:11.370237Z
Laurie Penny - Sexuelle Revolution;339;Lokal im Mousonturm;60316 Frankfurt am Main, Waldschmidtstraße 4;Montag;2022-04-04;2022-04-01T03:04:11.370237Z
Milliarden - Aufbau Tour 2022 - Zusatzshow;728;Nachtleben;60313 Frankfurt am Main, Kurt-Schumacher-Straße 45;Montag;2022-04-04;2022-04-01T03:04:11.370237Z
Vernon Subutex Vol. III;175;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Montag;2022-04-04;2022-04-01T03:04:11.370237Z
Bis die Lampe explodiert;206;BOX;60311 Frankfurt, Willy-Brandt-Platz;Dienstag;2022-04-05;2022-04-01T03:04:12.974570Z
Deutsche Streicherphilharmonie - SoRyang (Klavier), …;1441;Alte Oper;60313 Frankfurt am Main, Opernplatz 1;Dienstag;2022-04-05;2022-04-01T03:04:12.974570Z
FSV Frankfurt - TSV Steinbach Haiger;197;Stadion am Bornheimer Hang;60386 Frankfurt am Main, Richard-Herrmann-Platz 1;Dienstag;2022-04-05;2022-04-01T03:04:12.974570Z
Hadija Haruna-Oelker - Die Schönheit der Differenz;303;Literaturhaus Frankfurt;60311 Frankfurt, Schöne Aussicht 2;Dienstag;2022-04-05;2022-04-01T03:04:12.974570Z
Irish Heartbeat;586;kultBOX in der bigBOX Allgäu;87435 Kempten, Kotterner Str. 64;Dienstag;2022-04-05;2022-04-01T03:04:12.974570Z
Kunst;193;Megalomania Theater;60599 Frankfurt am Main, Offenbacher Landstraße 368;Dienstag;2022-04-05;2022-04-01T03:04:12.974570Z
LIZ - Lizzy auf Repeat Tour 2022;236;Zoom;60386 Frankfurt am Main, Carl-Benz-Straße 23;Dienstag;2022-04-05;2022-04-01T03:04:12.974570Z
Rudel SingSang;200;Bürgerhaus Capitol;63128 Dietzenbach, Offenbacherstraße 11;Dienstag;2022-04-05;2022-04-01T03:04:12.974570Z
Vernon Subutex Vol. III;166;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Dienstag;2022-04-05;2022-04-01T03:04:12.974570Z
Wochenmarkt Sachsenhausen;285;Wochenmarkt Sachsenhausen;60594 Frankfurt am Main, Diesterwegplatz 50;Dienstag;2022-04-05;2022-04-01T03:04:12.974570Z
Wochenmarkt und Markthalle Höchst;308;Markthalle und Wochenmarkt Höchst;65929 Frankfurt am Main, Höchster Markt 6;Dienstag;2022-04-05;2022-04-01T03:04:12.974570Z
Qual - William Maybelline (Lebanon Hanover);1836;das Rind;65428 Rüsselsheim, Mainstr. 11;Mittwoch;2022-04-06;2022-04-01T03:04:14.804339Z
Jule Malischke;210;Kulturzentrum 'Die Fabrik';60598 Frankfurt am Main, Mittlerer Hasenpfad 5;Mittwoch;2022-04-06;2022-04-01T03:04:14.804339Z
Kickers Offenbach - TSG Balingen;57;Sparda-Bank-Hessen-Stadion;63071 Offenbach, Waldemar-Klein-Platz 1;Mittwoch;2022-04-06;2022-04-01T03:04:14.804339Z
Liza Kos - Intrigation;355;Die Käs;60316 Frankfurt am Main, Waldschmidtstr. 19;Mittwoch;2022-04-06;2022-04-01T03:04:14.804339Z
Martinsvierteler Markt;320;Riegerplatz;64289 Darmstadt;Mittwoch;2022-04-06;2022-04-01T03:04:14.804339Z
Michael Kohlhaas;133;Schauspielhaus;60311 Frankfurt, Neue Mainzer Straße 17;Mittwoch;2022-04-06;2022-04-01T03:04:14.804339Z
Mighty Oaks - Mexico Live 2022;108;Union Halle Frankfurt;60314 Frankfurt am Main, Hanauer Landstraße 188;Mittwoch;2022-04-06;2022-04-01T03:04:14.804339Z
Philipp Winkler - Creep;245;Lokal im Mousonturm;60316 Frankfurt am Main, Waldschmidtstraße 4;Mittwoch;2022-04-06;2022-04-01T03:04:14.804339Z
Stefani Kunkel: Im Winde verlebt;181;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Mittwoch;2022-04-06;2022-04-01T03:04:14.804339Z
Uli Kempendorffs Field;30;Theater Rüsselsheim;65428 Rüsselsheim, Am Treff 1;Mittwoch;2022-04-06;2022-04-01T03:04:14.804339Z
Wednesday Vibes;263;Velvet Club;60311 Frankfurt, Weißfrauenstraße 12-16;Mittwoch;2022-04-06;2022-04-01T03:04:14.804339Z
Wochenmarkt Bornheim;263;Wochenmarkt Bornheim;60385 Frankfurt am Main, Berger Straße 194;Mittwoch;2022-04-06;2022-04-01T03:04:14.804339Z
Wochenmarkt Rödelheim;321;Wochenmarkt Rödelheim;60489 Frankfurt am Main, Arthur-Stern-Platz;Mittwoch;2022-04-06;2022-04-01T03:04:14.804339Z
Zukunft braucht Herkunft;187;Kulturzentrum 'Die Fabrik';60598 Frankfurt am Main, Mittlerer Hasenpfad 5;Mittwoch;2022-04-06;2022-04-01T03:04:14.804339Z
Alter Ego;190;Bockenheimer Depot;60325 Frankfurt am Main, Carlo-Schmid-Platz 1;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Barbara Ruscher - Ruscher hat Vorfahrt;6;Kult.urCafé Amadeo;63450 Hanau, Nürnberger Straße 35;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Barock+ | Stabat Mater;418;Großer Sendesaal des hessischen Rundfunks;60320 Frankfurt am Main, Bertramstraße 8;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Comedy Slam Rüsselsheim;276;das Rind;65428 Rüsselsheim, Mainstr. 11;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Comedy Slam Rüsselsheim - präsentiert von Ibraheem Butt;172;das Rind;65428 Rüsselsheim, Mainstr. 11;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Die Zeit, die Stadt und wir;47;BOX;60311 Frankfurt, Willy-Brandt-Platz;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Erzeugermarkt Konstablerwache;270;Erzeugermarkt Konstablerwache;60313 Frankfurt am Main, Konstablerwache;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Euphorie & Mirror Monkeys;147;Dreikönigskeller;60594 Frankfurt am Main, Färberstraße 71;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Frankfurts größtes Speed Dating Event;27;Depot 1899;60594 Frankfurt am Main, Textorstraße 33;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Johanna Klein-Quartett - Cosmos;260;Romanfabrik;60314 Frankfurt am Main, Hanauer Landstraße 186;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Kaisermarkt;243;Kaisermarkt;60329 Frankfurt am Main, Kaiserstraße 81;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Karl Ove Knausgard:;152;Schauspielhaus;60311 Frankfurt, Neue Mainzer Straße 17;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Lisbeth Quartett;159;Kulturzentrum 'Die Fabrik';60598 Frankfurt am Main, Mittlerer Hasenpfad 5;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Semester Opening Party - Medizin;15;Dough House;60594 Frankfurt am Main, Kleine Rittergasse 19-21;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Soirée am Dom: Zwischen Leben und Tod, Medizinethik …;357;Haus am Dom;60311 Frankfurt, Domplatz 3;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Stefan Waghubinger - Ich sag's jetzt nur zu Ihnen;962;Capitol Lichtspieltheater;78054 Villingen-Schwenningen, Alleenstraße 24;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Wer kocht, schießt nicht - Eine Koch-Satire von …;111;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Donnerstag;2022-04-07;2022-04-01T03:04:16.819854Z
Inoffiziell.Goldenboy - Von Wegen Nüchtern Tour 2022;2225;Elfer Music Club;60433 Frankfurt am Main, Klappergasse 5-7;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
50 Jahre The Beatles LET IT BE - Jubiläumskonzert und …;178;Comoedienhaus Wilhelmsbad;63454 Hanau, Parkpromenade 1;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Alter Ego;175;Bockenheimer Depot;60325 Frankfurt am Main, Carlo-Schmid-Platz 1;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Barock+ | Stabat Mater;376;Großer Sendesaal des hessischen Rundfunks;60320 Frankfurt am Main, Bertramstraße 8;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
BIn nebenan;159;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Blumenmarkt Liebfrauenberg;209;Liebfrauenberg;60313 Frankfurt am Main, Liebfrauenberg;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Christoph Sänger Quartet feat. Wesley G;128;Jazzkeller Frankfurt;60313 Frankfurt am Main, Kleine Bockenheimer Str. 18;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Cruzados;578;Nachtleben;60313 Frankfurt am Main, Kurt-Schumacher-Straße 45;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Das Neinhorn;409;Kinder- und Jugendtheater Frankfurt im Titusforum;60439 Frankfurt am Main, Walter-Möller-Platz 2;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Der diskrete Charme der Bourgeoisie;98;Schauspielhaus;60311 Frankfurt, Neue Mainzer Straße 17;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Dominik Bloh „Unter Palmen aus Stahl“ - Lesung;636;das Rind;65428 Rüsselsheim, Mainstr. 11;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
DORNRÖSCHEN;1010;Hugenottenhalle;63263 Neu-Isenburg, Frankfurter Straße 152;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Duo Ohrenschmaus und seine Freunde - Bunter Abend …;276;SCHANZ;63165 Mühlheim, Carl-Zeiss-Straße 6;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Eine Stunde Ruhe;254;Kellertheater Frankfurt;60311 Frankfurt, Mainstraße 2;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
el maso masin - 100 Jahre Liegestuhl;316;Die Käs;60316 Frankfurt am Main, Waldschmidtstr. 19;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Fedora;216;Oper;60311 Frankfurt, Willy-Brandt-Platz;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Frau Doktor - Onkel Punk Tour;632;Das Bett;60326 Frankfurt am Main, Schmidtstraße 12;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Gallusmarkt;277;Gallusmarkt;60326 Frankfurt am Main, Frankenallee 183;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Green World Tour Messe;55;Jahrhunderthalle Sommerwiese;65929 Frankfurt am Main, Pfaffenwiese 301;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Internationales „Synodalforum“ - Sexualität und …;337;Haus am Dom;60311 Frankfurt, Domplatz 3;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Julian Lage Trio;205;Kunstverein Montez;60314 Frankfurt am Main, Honsellbrücke 7;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Klassisches BrauErlebnis;288;Glaabsbräu GmbH & Co. KG;63500 Seligenstadt, Frankfurter Straße 9;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Latin Feeling;416;Latin Palace Changó;60311 Frankfurt, Münchener Straße 57;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Lesung: Blaue Frau von Antje Rávik-Strubel;286;Haus am Dom;60311 Frankfurt, Domplatz 3;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Nacht der Maschinen vs Final Noize;121;FREUD;60313 Frankfurt am Main, Holzgraben 9;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Penthouse Liebe;427;Adlib;60314 Frankfurt am Main, Schwedler Straße 8;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
SingleTreff Tour d amour - Liebesorte in Frankfurt …;11;Hauptbahnhof Frankfurt vor dem DB-Reisezentrum;60329 Frankfurt am Main;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Stadtführung;303;Tourist Info + Service im Kurhaus;61348 Bad Homburg, Louisenstr. 58;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Unheim;142;Kammerspiele;60311 Frankfurt, Neue Mainzer Straße 11;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Urban Friday;501;Cooky's;60311 Frankfurt, Am Salzhaus 4;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Velvet-Bar-Night;1334;Velvet Club;60311 Frankfurt, Weißfrauenstraße 12-16;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
